MOFname,CO2_uptake_P0.15bar_T298K [mmol/g],CO2_uptake_error_P0.15bar_T298K [mmol/g],heat_adsorption_CO2_P0.15bar_T298K [kcal/mol],heat_adsorption_error_CO2_P0.15bar_T298K [kcal/mol],excess_CO2_uptake_P0.15bar_T298K [mmol/g],CO2_uptake_P0.10bar_T363K [mmol/g],CO2_uptake_error_P0.10bar_T363K [mmol/g],heat_adsorption_CO2_P0.10bar_T363K [kcal/mol],heat_adsorption_error_CO2_P0.10bar_T363K [kcal/mol],excess_CO2_uptake_P0.10bar_T363K [mmol/g],CO2_uptake_P0.70bar_T413K [mmol/g],CO2_uptake_error_P0.70bar_T413K [mmol/g],heat_adsorption_CO2_P0.70bar_T413K [kcal/mol],heat_adsorption_error_CO2_P0.70bar_T413K [kcal/mol],excess_CO2_uptake_P0.70bar_T413K [mmol/g],working_capacity_vacuum_swing [mmol/g],working_capacity_temperature_swing [mmol/g],CO2_binary_uptake_P0.15bar_T298K [mmol/g],CO2_binary_uptake_error_P0.15bar_T298K [mmol/g],heat_adsorption_CO2_binary_P0.15bar_T298K [kcal/mol],heat_adsorption_error_CO2_binary_P0.15bar_T298K [kcal/mol],excess_CO2_binary_uptake_P0.15bar_T298K [mmol/g],N2_binary_uptake_P0.85bar_T298K [mmol/g],N2_binary_uptake_error_P0.85bar_T298K [mmol/g],heat_adsorption_N2_binary_P0.85bar_T298K [kcal/mol],heat_adsorption_error_N2_binary_P0.85bar_T298K [kcal/mol],excess_N2_binary_uptake_P0.85bar_T298K [mmol/g],CO2/N2_selectivity,volume [A^3],weight [u],surface_area [m^2/g],void_fraction,void_volume [cm^3/g],largest_free_sphere_diameter(PLD)[A],largest_included_sphere_along_free_sphere_path_diameter(LCD)[A],largest_included_sphere_diameter(GLD)[A],functional_groups,metal_linker,organic_linker1,organic_linker2,topology
str_m2_o10_o29_pcu_sym.196,2.803321,0.663757,8.794331,3.884131,2.803321,0.700513,0.162579,8.796152,3.748082,0.700513,0.805473,0.16377,8.771668,3.233208,0.805473,2.102808,1.997848,2.58168,0.003329,7.794039,0.028008,2.58168,0.163415,0.002752,4.763725,0.281061,0.163415,80.04474497,1743.327731,1399.877232,0,0.11209,0.0841,4.6411,2.68511,4.61447,F-SO3H,2,10,29,pcu
str_m5_o10_o28_sra_sym.95,2.351785,0.043201,7.145747,0.368939,2.351665,0.24898,0.050623,7.38817,2.71102,0.248914,0.505899,0.14216,6.62944,3.264547,0.505495,2.102805,1.845886,1.992118,0.126878,7.991148,1.551413,1.991998,0.203665,0.008483,4.334816,0.714806,0.203208,49.55882389,2811.456208,1854.81556,543.49,0.14116,0.1289,5.61196,4.16608,5.44957,CN-H,9,10,28,sra
str_m5_o2_o17_sra_sym.95,2.465135,4E-06,7.160461,3.1E-05,2.464957,0.362528,0.079015,6.679137,2.597049,0.36243,0.642935,0.183683,6.948432,3.501308,0.642333,2.102607,1.8222,2.1421,0.058205,7.517336,0.615837,2.141922,0.16823,0.003878,3.735397,0.242159,0.167549,64.51469219,2244.775686,1516.659386,802.3,0.16291,0.1452,5.43021,4.0182,5.19742,F-H,9,2,17,sra
str_m5_o10_o29_sra_sym.166,2.38041,0.786974,6.924339,4.186873,2.380116,0.278107,0.032279,6.236265,1.280191,0.277946,0.565479,0.099385,6.198792,1.890429,0.564487,2.102303,1.814931,2.422976,0.832025,7.340379,4.634518,2.422681,0.30902,0.106114,3.809279,2.209432,0.307878,39.72691649,3416.159918,1809.06696,1432.97,0.21068,0.2396,5.2868,4.31978,5.27743,Me,9,10,29,sra
str_m2_o9_o18_pcu_sym.89,2.303965,0.573673,7.106411,3.244004,2.303573,0.201827,0.023425,6.857904,1.424493,0.201613,0.637083,0.137016,6.470378,2.43012,0.635763,2.102138,1.666882,2.039023,0.717879,6.434806,4.114019,2.038631,0.266906,0.09397,4.136354,2.495588,0.266906,38.70669774,2186.189265,1424.37156,995.25,0.18093,0.1672,7.1273,3.4798,7.1273,SO3H-NHMe,2,9,18,pcu
str_m2_o16_o17_pcu_sym.16,2.376601,0.654511,6.014106,2.986372,2.376014,0.27449,0.039341,6.710165,1.716689,0.274169,0.631785,0.139511,6.350271,2.442084,0.629809,2.102111,1.744816,2.004249,0.366542,6.524999,2.170017,2.003662,0.408881,0.074777,4.098645,1.28254,0.406403,24.83573852,2124.713403,1084.12252,2001.78,0.24078,0.2842,6.80691,4.6482,6.22568,Et-HCO,2,16,17,pcu
str_m3_o4_o9_pcu_sym.157,2.415467,0.004967,7.929231,0.062419,2.415312,0.31339,0.04069,7.267578,1.699912,0.313305,0.610127,0.151534,6.826177,2.983087,0.609603,2.102077,1.80534,2.217988,0.001164,8.459779,0.0283,2.217832,0.276405,0.002631,5.196965,0.125621,0.275794,40.65702815,1132.194612,823.40756,700.32,0.12484,0.1034,5.403,3.85548,5.403,SO3H-H,3,4,9,pcu
str_m2_o1_o17_pcu_sym.63,2.317731,0.8856,6.670367,4.644921,2.31707,0.215948,0.026559,5.86237,1.26457,0.215587,0.695682,0.178248,6.136661,2.724114,0.693457,2.101783,1.622049,2.165107,0.774603,6.955503,4.553161,2.164447,0.37844,0.135393,4.342551,2.683508,0.375585,28.98709298,1563.111453,831.81324,1830.2,0.24619,0.2786,6.37942,5.80175,6.33132,Et-OPr,2,1,17,pcu
str_m5_o2_o2_sra_sym.96,2.423794,0.617377,6.756617,3.140348,2.423601,0.322342,0.063608,7.024645,2.487669,0.322236,0.565534,0.126492,7.043654,2.783739,0.564886,2.101452,1.85826,2.288906,0.071663,7.443906,0.716422,2.288713,0.2009,0.008229,3.932466,0.354326,0.200086,57.72585233,2254.169387,1318.72982,641.24,0.17553,0.1807,6.86853,4.25624,6.86853,Pr,9,2,2,sra
str_m4_o4_o14_acs_sym.116,2.456521,0.109222,9.880201,1.392005,2.456521,0.355157,0.105489,8.2031,4.444481,0.355157,0.51216,0.157626,7.846859,4.32482,0.51216,2.101364,1.944361,2.144744,0.026355,8.48471,0.302531,2.144744,0.164221,0.002551,5.408164,0.542968,0.164221,66.17121399,3941.377195,3193.85848,0,0.09386,0.0698,4.95668,3.19301,4.52852,COOH,4,4,14,acs
str_m4_o22_o24_acs_sym.71,2.565122,0.025966,8.699653,0.262416,2.565122,0.463988,0.159137,7.979116,4.978478,0.463988,0.72228,0.274087,8.165158,5.574063,0.72228,2.101134,1.842842,2.064256,0.059442,8.262301,0.697739,2.064256,0.178741,0.007307,5.164543,0.708589,0.178741,58.51425843,4178.220191,3438.62184,0,0.08189,0.0599,4.57521,3.17465,4.57521,NHMe-COOH,4,22,24,acs
str_m5_o13_o19_sra_sym.101,2.362005,0.037052,7.089532,0.332834,2.361819,0.260936,0.04586,6.972103,2.197179,0.260834,0.504512,0.136901,7.191235,3.457331,0.503885,2.101069,1.857493,2.351737,0.012538,6.921025,0.097987,2.351551,0.191025,0.000192,3.885159,0.049687,0.190327,62.37648196,2120.072667,1416.542026,1030.29,0.1681,0.1515,5.23443,3.50947,5.02856,F-Ph,9,13,19,sra
str_m2_o10_o25_pcu_sym.132,2.260667,0.870002,6.632565,4.649194,2.260436,0.160061,0.014033,6.266667,0.97237,0.159934,0.422196,0.066082,6.218967,1.689855,0.421418,2.100606,1.838471,1.966683,0.756751,6.309077,4.399555,1.966452,0.268183,0.103193,3.907013,2.550995,0.267312,37.1557004,996.298905,597.47772,1248.27,0.18905,0.1898,5.30497,3.43726,5.30494,OEt,2,10,25,pcu
str_m5_o2_o23_sra_sym.7,2.689186,0.020931,7.861223,0.165063,2.689186,0.588595,0.146186,8.555434,3.891415,0.588595,1.007144,0.357493,7.368095,4.648074,1.007144,2.100591,1.682042,2.301139,0.010226,8.588454,0.116219,2.301139,0.195542,0.01095,4.733083,0.626871,0.195542,59.62455261,2388.794168,1537.0198,0,0.10524,0.0985,5.14419,2.78876,5.14288,HCO-Et,9,2,23,sra
str_m5_o3_o18_sra_sym.78,2.317074,0.790151,7.152233,4.474115,2.316048,0.216487,0.026625,6.91053,1.522393,0.215926,0.606494,0.123314,6.125894,2.157319,0.603039,2.100587,1.71058,1.919444,0.702226,5.698063,3.735957,1.918418,0.201151,0.073591,3.452134,2.092616,0.196534,48.3476738,4343.848841,2045.0708,2179.95,0.29829,0.3815,8.17992,6.522,7.7747,HCO-NO2,9,3,18,sra
str_m2_o12_o15_pcu_sym.164,2.344353,0.003375,7.476299,0.030364,2.344117,0.243784,0.042076,6.720895,2.070975,0.243655,0.514161,0.136971,6.846698,3.210601,0.513369,2.100569,1.830192,2.085166,0.434868,7.517158,2.88845,2.084931,0.239269,0.0499,4.725442,1.724007,0.238279,44.15465884,1081.626461,793.64444,756.39,0.14326,0.1176,6.69144,3.6876,6.69144,NO2-NHMe,2,12,15,pcu
str_m3_o40_o40_fof_sym.60,2.482175,0.671504,6.0458,2.950737,2.480818,0.381721,0.046947,6.605501,1.447363,0.380979,0.730571,0.190936,5.68147,2.540735,0.726001,2.100454,1.751604,2.757876,0.001402,6.441068,0.009123,2.756519,0.368698,0.000242,3.468144,0.009832,0.362481,37.89887225,3802.049844,1983.4632,2358.62,0.36917,0.4262,9.29018,4.56552,9.25781,OH,3,40,40,fof
str_m3_o41_o41_fof_sym.96,2.724187,0.008357,7.09035,0.064658,2.724187,0.623996,0.18534,7.744252,4.171905,0.623996,0.920359,0.32795,7.448658,4.723447,0.920359,2.100191,1.803828,2.290836,0.020804,6.214175,0.154369,2.290836,0.245653,0.014822,4.598024,0.625833,0.245653,47.24917831,3856.061444,3230.82636,0,0.1905,0.1369,7.27075,3.01767,7.27075,Me-Br,3,41,41,fof
str_m4_o4_o22_acs_sym.83,2.506552,0.051614,9.029481,0.572707,2.506507,0.406409,0.089744,7.850598,3.148574,0.406384,0.67742,0.209894,7.898903,4.386265,0.677266,2.100143,1.829132,2.232424,0.078254,8.231529,0.87141,2.232379,0.12347,0.012511,5.035206,1.431046,0.12347,91.60887881,1973.161579,1567.03244,262.42,0.10161,0.077,5.24158,3.47456,5.10671,Ph,4,4,22,acs
str_m2_o16_o24_pcu_sym.154,2.381139,0.010845,7.005728,0.085373,2.381139,0.28142,0.050344,6.867528,2.199018,0.28142,0.58297,0.171861,6.939524,3.607678,0.58297,2.099719,1.798169,2.079225,0.003115,7.323457,0.024769,2.079225,0.277802,0.007571,4.596492,0.271685,0.277802,37.92175722,1485.247837,935.9193,0,0.12655,0.1209,4.8355,3.14342,4.78823,Me-OEt,2,16,24,pcu
str_m2_o10_o28_pcu_sym.228,2.334441,0.019265,6.919485,0.188141,2.33424,0.234961,0.044939,7.228616,2.489185,0.234851,0.62143,0.178976,7.321922,3.744769,0.620754,2.09948,1.713011,2.244363,0.085621,6.787837,0.734855,2.244162,0.219587,0.008412,4.391418,0.412282,0.21878,51.78557565,1499.451059,1197.43016,825.28,0.16133,0.1217,5.43642,3.6334,5.43642,COOH-Br,2,10,28,pcu
str_m7_o4_o10_bcu_sym.119,2.306226,0.0146,6.177385,0.110547,2.305645,0.206864,0.024728,5.876044,1.232344,0.206546,0.567143,0.173356,6.052691,3.198461,0.565187,2.099362,1.739083,2.255077,0.122054,6.480219,1.099839,2.254495,0.328044,0.009997,3.230245,0.256599,0.325639,34.82985047,4112.527588,2219.2016,2202.76,0.2737,0.3054,6.64859,4.18468,6.62671,NO2,12,4,10,bcu
str_m5_o10_o29_sra_sym.200,2.892561,0.068814,7.74372,0.553691,2.892354,0.793516,0.217265,7.630575,3.783484,0.793403,1.100213,0.370038,7.710482,4.634515,1.099515,2.099045,1.792348,2.863852,0.003284,5.728851,0.024777,2.863645,0.256323,0.004426,4.349999,0.661101,0.255526,56.60897956,3413.770938,2316.60532,957.7,0.18822,0.167,5.5968,4.21705,5.5968,I-NH2,9,10,29,sra
str_m2_o16_o22_pcu_sym.193,2.312407,0.004532,6.953058,0.029799,2.312407,0.213534,0.026262,7.405717,1.644198,0.213534,0.511686,0.122968,7.422702,3.173158,0.511686,2.098873,1.800721,1.992244,0.003964,7.492222,0.053303,1.992244,0.215389,0.005189,4.634938,0.280773,0.215389,46.86421436,1516.273826,936.04848,0,0.09397,0.0917,5.20095,3.13066,5.20095,Pr-Me,2,16,22,pcu
str_m4_o4_o24_acs_sym.86,2.518371,0.045094,7.277482,0.354858,2.518288,0.419713,0.107539,7.994976,3.727308,0.419668,0.602534,0.213873,7.913083,5.034969,0.602254,2.098658,1.915837,2.171712,0.040788,8.330711,0.51016,2.171629,0.15225,0.003286,4.532837,0.26052,0.15225,72.27153235,3916.475902,3161.77048,522.11,0.11069,0.0826,5.01548,3.48564,4.93962,H-OH,4,4,24,acs
str_m2_o18_o18_pcu_sym.83,2.356859,0.037853,6.999582,0.339707,2.356859,0.258242,0.052506,6.624016,2.400282,0.258242,0.587567,0.200569,6.532323,3.899377,0.587567,2.098617,1.769292,2.092161,0.158013,7.523325,1.687646,2.092161,0.332857,0.008789,4.270425,0.443513,0.332857,31.84635564,5090.633857,2701.25816,0,0.15685,0.178,6.03051,2.83229,6.03051,Me-Pr,2,18,18,pcu
str_m3_o10_o25_pcu_sym.111,2.336267,0.898682,6.597287,4.619912,2.33602,0.237833,0.025941,6.527709,1.266638,0.237698,0.600153,0.120232,6.347319,2.214359,0.59932,2.098434,1.736114,2.451711,0.817269,6.420334,3.885585,2.451464,0.350184,0.116733,4.613691,2.681109,0.349319,35.47278688,1042.195688,601.14572,1625.56,0.20884,0.218,4.56987,3.84722,4.56964,OEt,3,10,25,pcu
str_m2_o10_o18_pcu_sym.98,2.411247,0.686226,7.338838,3.840111,2.411048,0.312876,0.036314,7.089493,1.478253,0.312767,0.568536,0.105245,6.579157,2.13196,0.567865,2.098371,1.842711,2.240679,0.836745,6.440966,4.368263,2.240479,0.282371,0.105447,4.24097,2.725157,0.281588,40.20516838,955.971063,641.57488,825.77,0.1497,0.1343,5.72165,4.30973,5.35401,Et,2,10,18,pcu
str_m3_o10_o17_pcu_sym.150,2.834554,0.018671,8.832075,0.178232,2.834554,0.736202,0.170862,8.652025,3.681183,0.736202,0.765706,0.179826,8.273687,3.500665,0.765706,2.098352,2.068848,2.712965,0.069599,9.032552,0.709377,2.712965,0.185508,0.011394,5.37088,0.722146,0.185508,74.09755554,1000.720396,739.30952,0,0.10348,0.0844,4.24501,3.40267,4.1558,OEt,3,10,17,pcu
str_m2_o14_o16_pcu_sym.168,2.349412,0.903738,6.436913,4.496531,2.348673,0.251083,0.034302,6.378216,1.545659,0.250678,0.600356,0.125615,5.754126,2.064479,0.597865,2.098329,1.749056,2.097178,0.805936,6.11268,4.242999,2.096439,0.397316,0.152687,4.156163,2.739238,0.39397,26.74370493,1337.613102,763.69776,1526.55,0.24508,0.2585,7.36124,5.69348,7.36124,H-Et,2,14,16,pcu
str_m3_o12_o16_pcu_sym.121,2.338909,0.065544,7.862677,0.645952,2.338909,0.240722,0.041547,7.315244,2.276137,0.240722,0.430744,0.103516,7.266522,3.098092,0.430744,2.098187,1.908165,2.061103,0.005753,7.162757,0.049674,2.061103,0.110059,0.004023,4.10281,0.317604,0.110059,94.8847606,1266.475252,991.46844,0,0.11951,0.0919,4.68416,3.03905,4.41827,H-SO3H,3,12,16,pcu
str_m2_o4_o10_pcu_sym.116,2.435621,0.467586,6.943304,2.438549,2.435447,0.337687,0.042691,7.19817,1.637633,0.337592,0.514727,0.098448,7.441678,2.532679,0.514141,2.097934,1.920894,2.269224,0.392884,6.550873,2.063324,2.26905,0.169465,0.02934,4.025902,1.188998,0.168763,67.84528723,895.892218,697.55216,789.47,0.14774,0.1143,5.34186,3.74456,5.25229,H-SO3H,2,4,10,pcu
str_m4_o1_o1_acs_sym.30,2.61245,0.026697,8.06114,0.223093,2.61245,0.514542,0.167527,8.398673,4.999236,0.514542,0.796159,0.265004,8.029792,4.799134,0.796159,2.097908,1.816291,2.689936,0.045207,8.649582,0.480171,2.689936,0.085291,0.002064,4.816303,0.232161,0.085291,159.7942229,1992.005469,1712.65076,0,0.1256,0.088,6.05318,3.29068,6.05318,OH,4,1,1,acs
str_m5_o12_o2_sra_sym.92,2.573104,0.493979,8.003177,2.845494,2.573104,0.475216,0.090891,9.003718,3.168205,0.475216,0.636788,0.111918,8.244163,2.609391,0.636788,2.097888,1.936316,1.776534,0.11177,8.226929,0.960671,1.776534,0.264909,0.016667,5.149789,0.573478,0.264909,33.97810418,1653.684638,1256.4056,0,0.09077,0.0719,3.86784,2.40391,3.86772,NO2,9,12,2,sra
str_m5_o2_o25_sra_sym.34,2.249369,0.022838,6.199612,0.166018,2.249369,0.151579,0.018119,7.235676,1.557395,0.151579,0.512992,0.123281,7.255282,3.09269,0.512992,2.09779,1.736377,2.066281,0.17157,8.126788,2.018658,2.066281,0.132132,0.003696,4.196769,0.445972,0.132132,79.2325634,2381.524629,1638.741162,0,0.13998,0.1225,4.8838,3.08092,4.68574,F-SO3H,9,2,25,sra
str_m4_o14_o22_acs_sym.106,2.652622,0.034284,9.01177,0.332496,2.652622,0.55488,0.175304,8.365654,4.830147,0.55488,0.793348,0.264069,8.689853,5.238541,0.793348,2.097742,1.859274,2.327428,0.023534,9.983736,0.319899,2.327428,0.108082,0.006757,4.872126,0.539433,0.108082,109.1051412,1961.980287,1611.04348,0,0.08701,0.0638,4.59041,2.78583,4.59041,H,4,14,22,acs
str_m4_o4_o22_acs_sym.128,2.404658,0.013232,8.13461,0.126767,2.404604,0.306977,0.053952,7.258564,2.297872,0.306948,0.645377,0.222378,7.35411,4.502424,0.645196,2.097681,1.759281,1.896047,0.017498,8.100955,0.241398,1.895993,0.164133,0.002831,4.430285,0.30674,0.164133,58.52959571,1960.528712,1490.93648,289.07,0.12105,0.0959,5.61889,3.49618,4.87063,H,4,4,22,acs
str_m2_o9_o18_pcu_sym.235,2.314017,0.882952,6.909213,4.820735,2.313636,0.216621,0.025894,5.9316,1.245626,0.216413,0.535571,0.085569,6.454086,1.8001,0.534289,2.097396,1.778446,2.503696,0.886416,6.036486,3.855032,2.503316,0.311389,0.110245,3.826773,2.290365,0.309841,40.73808987,2044.398084,1156.1006,1440.23,0.20263,0.2158,6.00455,3.84249,6.00455,HCO-Me,2,9,18,pcu
str_m5_o4_o2_sra_sym.92,2.262285,0.791844,7.383505,4.754191,2.262215,0.165042,0.016836,6.603504,1.200079,0.165004,0.504522,0.098032,6.831375,2.335818,0.504285,2.097243,1.757763,2.296767,0.843526,7.16047,4.824624,2.296697,0.183083,0.06724,4.284276,2.711963,0.183083,63.56107776,1624.991224,1130.46274,336.22,0.14228,0.1232,5.47167,3.39718,5.11139,HCO-H,9,4,2,sra
str_m3_o10_o28_pcu_sym.65,2.376125,0.02022,6.553798,0.158386,2.375744,0.278942,0.04183,6.327486,1.681373,0.278734,0.627284,0.177747,6.132429,3.010258,0.626004,2.097183,1.748841,2.397656,0.003082,6.405804,0.046793,2.397276,0.419313,0.000725,4.045938,0.052867,0.417817,28.97149321,1548.808316,891.28944,1731.96,0.22829,0.2389,5.14318,4.39335,4.96959,H-HCO,3,10,28,pcu
str_m2_o10_o29_pcu_sym.111,3.112086,0.792696,9.418493,4.496389,3.112086,1.014939,0.265256,8.592876,4.114474,1.014939,1.193356,0.317906,9.342081,4.540124,1.193356,2.097147,1.91873,2.649107,0.952407,8.794643,5.897892,2.649107,0.207453,0.074583,5.850723,3.781097,0.207453,64.6996772,1728.790665,1132.03636,0,0.08216,0.0756,4.28735,2.62762,4.28735,OPr-H,2,10,29,pcu
str_m7_o9_o22_bcu_sym.158,2.408127,0.024942,7.140906,0.211926,2.408127,0.311044,0.09307,6.90583,3.701009,0.311044,0.557772,0.206645,6.653699,4.322051,0.557772,2.097083,1.850355,2.296501,0.03884,7.771086,0.401422,2.296501,0.210363,0.008076,4.395924,0.475215,0.210363,55.31203238,2634.604882,1764.30136,0,0.14164,0.1274,7.03262,2.0854,6.52134,OH-H,12,9,22,bcu
str_m5_o4_o2_sra_sym.78,2.340237,0.353777,7.98994,2.236656,2.340136,0.243331,0.026541,6.960898,1.361137,0.243276,0.604467,0.133479,7.019793,2.737773,0.604127,2.096906,1.73577,2.274218,0.000175,7.497564,0.001808,2.274117,0.160864,0.00032,4.607118,0.022252,0.160498,71.63010079,1633.905858,1214.51464,614.02,0.12862,0.1042,5.48536,3.62034,5.34569,OH-SO3H,9,4,2,sra
str_m3_o40_o41_fof_sym.1,2.44311,0.014102,6.496912,0.096602,2.441575,0.346471,0.0842,5.960459,2.546428,0.345631,0.775287,0.278316,5.695898,3.500234,0.770118,2.096639,1.667823,2.592172,0.048418,5.597539,0.276553,2.590637,0.409331,0.005384,3.442615,0.135314,0.402245,32.08569951,7716.053911,3871.0192,2528.49,0.38492,0.4621,10.09394,4.92829,10.09134,,3,40,41,fof
str_m5_o13_o2_sra_sym.91,2.344924,0.009961,7.874103,0.095385,2.344924,0.248307,0.039672,8.155657,2.375573,0.248307,0.524095,0.128772,7.990287,3.523177,0.524095,2.096617,1.820829,2.067714,0.00087,7.309748,0.008559,2.067714,0.113338,0.000377,4.347496,0.033687,0.113338,92.43517267,1947.52304,1411.941,0,0.10181,0.0846,4.57761,3.02638,4.56126,HCO-Cl,9,13,2,sra
str_m3_o16_o24_pcu_sym.234,2.315242,0.752041,7.020108,4.175856,2.315242,0.218909,0.027675,7.256171,1.652299,0.218909,0.544046,0.085153,7.03203,1.944373,0.544046,2.096333,1.771196,2.531446,0.017816,7.309431,0.139951,2.531446,0.228916,0.006065,4.419744,0.326281,0.228916,56.02925556,1689.563547,1033.70008,0,0.1303,0.1283,5.62932,3.26623,5.62932,Ph-OPr,3,16,24,pcu
str_m3_o4_o17_pcu_sym.173,2.317057,0.876222,7.106285,4.926763,2.316742,0.220771,0.02791,6.3766,1.429903,0.220599,0.500793,0.084843,6.418445,1.896698,0.499732,2.096286,1.816264,2.035002,0.775309,6.073571,4.176668,2.034687,0.256765,0.097824,4.208419,2.755472,0.255512,40.15608358,1569.968679,922.51878,1275,0.18433,0.1889,6.21814,4.17299,6.21814,NHMe-OMe,3,4,17,pcu
str_m7_o9_o22_bcu_sym.8,2.335713,0.061388,7.606649,0.59236,2.335713,0.239428,0.049391,7.251324,2.69411,0.239428,0.504197,0.17606,7.462167,4.638231,0.504197,2.096285,1.831516,1.871712,0.135345,7.267115,1.453644,1.871712,0.189979,0.021206,4.311519,1.02655,0.189979,49.91783723,2653.921065,1777.57652,0,0.10235,0.092,6.36778,2.03258,5.28915,NH2-NHMe,12,9,22,bcu
str_m2_o9_o18_pcu_sym.260,2.384668,0.656733,7.573913,3.845508,2.384551,0.288442,0.030445,6.910499,1.306536,0.288379,0.490378,0.093791,6.845061,2.304459,0.489987,2.096226,1.89429,1.88634,0.725215,6.979453,4.911247,1.886223,0.303549,0.116701,4.474907,2.985471,0.303549,31.48571071,2043.422958,1220.27044,806,0.12955,0.1306,5.0126,3.58191,5.0126,H-OPr,2,9,18,pcu
str_m3_o10_o18_pcu_sym.140,2.330028,0.872573,6.818838,4.663642,2.329923,0.233822,0.032731,6.761196,1.69092,0.233765,0.585178,0.137429,6.888193,2.849897,0.584824,2.096206,1.74485,2.025001,0.773749,7.230385,5.072884,2.024896,0.208923,0.079829,4.254029,2.798365,0.208923,49.10902613,920.046596,625.117486,965.62,0.16778,0.1487,4.64524,3.15516,4.26155,F,3,10,18,pcu
str_m2_o16_o18_pcu_sym.161,2.401743,0.017918,6.947253,0.160174,2.401298,0.305742,0.035486,6.604844,1.36575,0.305499,0.63903,0.182567,7.46119,3.794293,0.637533,2.096001,1.762713,2.110865,0.064397,7.298147,0.677336,2.11042,0.239782,0.001327,3.845345,0.279285,0.237912,44.60322015,1934.92001,1126.01024,1416.39,0.21433,0.2218,6.40426,3.97304,6.40426,SO3H,2,16,18,pcu
str_m7_o4_o10_bcu_sym.41,2.337927,0.05133,6.830298,0.428502,2.337276,0.24226,0.047805,6.301998,2.202468,0.241903,0.512845,0.142891,6.060446,2.919837,0.510652,2.095667,1.825082,2.159904,0.032846,6.459683,0.279788,2.159253,0.344547,0.001805,3.946845,0.071736,0.341668,31.76203421,4137.922094,2351.454026,1633.44,0.2459,0.2606,8.12432,3.98852,7.0252,F-Pr,12,4,10,bcu
str_m4_o14_o24_acs_sym.84,2.681807,0.131873,9.812022,1.439662,2.681807,0.586234,0.214707,8.729831,5.866186,0.586234,0.752638,0.285208,8.806226,6.05214,0.752638,2.095573,1.929169,2.315571,0.116793,10.203055,1.566997,2.315571,0.08753,0.025543,5.767979,4.587421,0.08753,134.036632,4074.669361,3630.28232,0,0.07787,0.0526,4.88367,3.11678,4.28926,CN-SO3H,4,14,24,acs
str_m3_o10_o29_pcu_sym.201,2.415804,0.880238,6.659494,4.421447,2.415525,0.320395,0.05631,6.895272,2.170173,0.320242,0.608061,0.141122,6.730569,2.74318,0.60712,2.095409,1.807743,1.930329,0.643469,6.543281,3.967553,1.930049,0.334895,0.111636,3.984356,2.261535,0.33397,29.20417922,1820.357875,1376.76416,1174.44,0.21354,0.17,5.19654,4.36648,5.14786,Br,3,10,29,pcu
str_m5_o6_o16_sra_sym.43,2.647787,0.005443,5.768361,0.041346,2.647386,0.552419,0.151252,7.491737,3.707456,0.5522,1.08778,0.397162,7.414921,4.815259,1.086429,2.095368,1.560007,2.672485,0.154795,7.412769,1.274095,2.672084,0.259956,0.017242,4.003179,0.82932,0.258411,52.08800977,3058.767187,1474.99832,1932.3,0.22246,0.2778,5.84858,5.2878,5.83733,Et-NH2,9,6,16,sra
str_m5_o16_o23_sra_sym.54,2.740743,0.063503,8.350679,0.570243,2.740743,0.645477,0.181381,8.579659,4.416426,0.645477,0.849265,0.299051,7.4524,4.670412,0.849265,2.095266,1.891478,2.074276,0.137737,8.163413,1.597234,2.074276,0.151069,0.01296,4.64883,0.888495,0.151069,69.56864126,2969.979768,1821.308573,0,0.09195,0.0903,4.80899,2.50664,4.80899,OPr-F,9,16,23,sra
str_m2_o10_o29_pcu_sym.179,2.326835,0.895578,7.092873,5.004111,2.326835,0.231698,0.025272,6.814653,1.329234,0.231698,0.705012,0.155681,7.192337,2.813976,0.705012,2.095137,1.621823,2.036419,0.77703,7.896356,5.574057,2.036419,0.233861,0.089234,4.35736,2.87333,0.233861,44.11961065,1728.765126,1115.91592,0,0.1242,0.1159,5.1978,3.27667,5.14542,CN-OPr,2,10,29,pcu
str_m2_o16_o16_pcu_sym.181,2.274269,0.36984,6.671885,1.977353,2.273731,0.179203,0.013093,6.180257,0.7977,0.178909,0.564238,0.140137,6.204655,2.674359,0.562428,2.095066,1.710031,2.134042,0.004628,6.147675,0.039778,2.133504,0.365708,0.004921,3.94239,0.119972,0.363428,29.56588171,3333.286758,1783.73656,1652.13,0.21771,0.245,6.21265,3.89904,6.10312,Me,2,16,16,pcu
str_m7_o9_o24_bcu_sym.148,2.333223,0.069071,7.47754,0.621427,2.333223,0.238343,0.055316,7.037873,2.931941,0.238343,0.45635,0.16261,7.108952,4.481353,0.45635,2.09488,1.876873,1.805489,0.065019,7.015324,0.71748,1.805489,0.197185,0.003172,4.965332,0.29363,0.197185,46.39202238,2611.414168,1718.58048,0,0.09995,0.0915,5.88585,2.6671,5.29215,Me-Et,12,9,24,bcu
str_m5_o2_o19_sra_sym.76,2.455903,0.000811,7.505176,0.007008,2.455903,0.361028,0.06001,7.717437,2.32578,0.361028,0.608606,0.162131,7.508264,3.563079,0.608606,2.094875,1.847297,2.449229,0.020501,6.604073,0.154836,2.449229,0.166429,0.00554,4.858333,0.462092,0.166429,74.56288828,1828.438604,1428.33232,0,0.10738,0.0828,4.08113,3.03005,4.02814,NO2,9,2,19,sra
